interaction_id,contact_id,interaction_date,interaction_type,details
8735,003XX00000zVBzVoTY,2025-10-11,mail_sent,Stewardship impact report
8736,003XX00000zVBzVoTY,2021-12-23,phone_call,Follow-up on lapsed donor reengagement
8737,003XX00000zVBzVoTY,2025-05-11,email_click,
8738,003XX00000zVBzVoTY,2020-03-11,phone_call,Left voicemail
8739,003XX00000zVBzVoTY,2020-08-19,phone_call,Outreach about Planned Giving Society
8740,003XX00000zVBzVoTY,2020-04-02,mail_sent,Planned giving brochure
8741,003XX00000XCX4Ynf1,2025-07-18,email_open,Annual Fund thank-you
8742,003XX00000XCX4Ynf1,2023-01-31,phone_call,Left voicemail
8743,003XX00000XCX4Ynf1,2025-06-09,event_attended,Spring Gala 2022
8744,003XX00000XCX4Ynf1,2024-09-23,event_attended,Book Launch event
8745,003XX00000XCX4Ynf1,2025-12-15,event_attended,Spring Gala 2023
8746,003XX00000XCX4Ynf1,2024-03-25,meeting,Phone meeting rescheduled
8747,003XX00000XCX4Ynf1,2024-02-21,email_click,Clicked event registration link
8748,003XX00000XCX4Ynf1,2021-12-31,meeting,Major gift conversation – preliminary
8749,003XX00000XCX4Ynf1,2024-08-25,email_click,Clicked event registration link
8750,003XX00000XCX4Ynf1,2025-07-03,event_attended,Spring Gala 2022
8751,003XX00000XCX4Ynf1,2024-10-22,email_click,Clicked journal article link
8752,003XX00000XCX4Ynf1,2020-01-24,meeting,Phone meeting rescheduled
8753,003XX00000XCX4Ynf1,2022-03-20,phone_call,
8754,003XX00000XCX4Ynf1,2025-04-14,email_click,Clicked donate button
8755,003XX00000XCX4Ynf1,2023-08-19,email_click,Clicked donate button
8756,003XX00000XCX4Ynf1,2025-12-21,meeting,Cultivation lunch
8757,003XX00000XCX4Ynf1,2025-09-05,phone_call,Follow-up on lapsed donor reengagement
8758,003XX00000XCX4Ynf1,2020-04-23,email_click,Clicked journal article link
8759,003XX00000XCX4Ynf1,2021-08-24,phone_call,
8760,003XX00000XCX4Ynf1,2021-03-10,meeting,Cultivation lunch
8761,003XX00000OEl6tvGF,2020-11-28,meeting,Stewardship call – discussed giving impact
8762,003XX00000OEl6tvGF,2024-04-23,meeting,Major gift conversation – preliminary
8763,003XX00000OEl6tvGF,2025-10-31,email_open,Annual event invitation
8764,003XX00000koE9AB7X,2022-12-17,event_attended,Book Launch event
8765,003XX00000koE9AB7X,2024-03-25,meeting,Stewardship call – discussed giving impact
8766,003XX00000koE9AB7X,2025-01-02,email_open,Annual event invitation
8767,003XX00000koE9AB7X,2024-12-18,mail_sent,Hedgehog Review print copy
8768,003XX00000koE9AB7X,2023-02-27,email_open,Spring fundraising newsletter
8769,003XX00000koE9AB7X,2020-11-25,phone_call,Thank-you call after Year-End gift
8770,003XX00000koE9AB7X,2023-08-03,event_attended,Book Launch event
8771,003XX00000koE9AB7X,2021-05-02,email_click,
8772,003XX00000w5AJngsS,2024-10-05,phone_call,Follow-up on lapsed donor reengagement
8773,003XX00000w5AJngsS,2024-01-01,email_open,
8774,003XX00000w5AJngsS,2024-07-29,mail_sent,Hedgehog Review print copy
8775,003XX00000abBzZRIO,2022-10-01,meeting,Introductory meeting with development director
8776,003XX00000abBzZRIO,2023-03-02,phone_call,
8777,003XX00000abBzZRIO,2022-09-26,phone_call,Outreach about Planned Giving Society
8778,003XX0000023OKYvXb,2020-04-16,meeting,Introductory meeting with development director
8779,003XX0000023OKYvXb,2020-08-25,mail_sent,Annual Fund appeal letter
8780,003XX0000023OKYvXb,2025-04-21,phone_call,
8781,003XX0000023OKYvXb,2020-11-22,event_attended,Homecoming Reception 2023
8782,003XX0000023OKYvXb,2022-12-10,meeting,Phone meeting rescheduled
8783,003XX0000023OKYvXb,2025-07-07,mail_sent,Stewardship impact report
8784,003XX0000023OKYvXb,2022-04-09,email_click,Clicked event registration link
8785,003XX0000023OKYvXb,2022-03-31,email_click,
8786,003XX0000023OKYvXb,2020-11-16,meeting,Introductory meeting with development director
8787,003XX0000023OKYvXb,2020-02-20,mail_sent,Annual Fund appeal letter
8788,003XX0000023OKYvXb,2026-02-22,email_click,Clicked donate button
8789,003XX00000A2xyED0w,2024-10-14,event_attended,Spring Gala 2023
8790,003XX00000A2xyED0w,2023-02-12,mail_sent,Planned giving brochure
8791,003XX00000A2xyED0w,2025-08-27,mail_sent,Stewardship impact report
8792,003XX00000A2xyED0w,2023-11-27,phone_call,Thank-you call after Year-End gift
8793,003XX00000A2xyED0w,2021-01-26,email_click,Clicked event registration link
8794,003XX00000A2xyED0w,2020-05-06,meeting,Cultivation lunch
8795,003XX00000A2xyED0w,2026-01-20,event_attended,Book Launch event
8796,003XX00000A2xyED0w,2021-01-28,mail_sent,Holiday card
8797,003XX00000A2xyED0w,2021-12-14,meeting,Major gift conversation – preliminary
8798,003XX00000OAA2O6BQ,2021-10-29,phone_call,
8799,003XX00000OAA2O6BQ,2025-04-14,mail_sent,Hedgehog Review print copy
8800,003XX00000OAA2O6BQ,2021-12-26,phone_call,Thank-you call after Year-End gift
8801,003XX00000OAA2O6BQ,2021-10-23,email_open,Journal issue announcement
8802,003XX00000OAA2O6BQ,2022-08-18,email_open,
8803,003XX00000OAA2O6BQ,2024-07-13,meeting,Cultivation lunch
8804,003XX00000OAA2O6BQ,2022-08-02,event_attended,Virtual Symposium on Culture & Democracy
8805,003XX00000XYCwCSlP,2022-09-23,event_attended,Book Launch event
8806,003XX00000XYCwCSlP,2020-03-18,event_attended,Book Launch event
8807,003XX00000XYCwCSlP,2021-03-25,mail_sent,Hedgehog Review print copy
8808,003XX00000XYCwCSlP,2023-12-17,event_attended,Spring Gala 2023
8809,003XX00000jgiBF64K,2023-08-17,email_open,
8810,003XX00000u00t7TXw,2022-10-04,email_click,Clicked event registration link
8811,003XX00000u00t7TXw,2025-04-24,meeting,Major gift conversation – preliminary
8812,003XX00000u00t7TXw,2024-03-26,email_open,Spring fundraising newsletter
8813,003XX00000u00t7TXw,2021-11-07,meeting,Cultivation lunch
8814,003XX00000Z1CXaAKC,2023-01-26,event_attended,Virtual Symposium on Culture & Democracy
8815,003XX00000Z1CXaAKC,2021-04-06,email_click,Clicked donate button
8816,003XX00000Z1CXaAKC,2021-08-09,email_open,Spring fundraising newsletter
8817,003XX00000bhieQNEA,2024-02-10,meeting,Cultivation lunch
8818,003XX00000bhieQNEA,2025-10-15,mail_sent,Planned giving brochure
8819,003XX00000a6h3VEv5,2023-06-27,email_open,Spring fundraising newsletter
8820,003XX00000a6h3VEv5,2021-06-18,mail_sent,Stewardship impact report
8821,003XX00000a6h3VEv5,2020-03-13,event_attended,Homecoming Reception 2023
8822,003XX00000a6h3VEv5,2020-07-04,event_attended,Homecoming Reception 2023
8823,003XX00000a6h3VEv5,2025-04-20,email_open,
8824,003XX00000t5nypCnd,2022-10-12,email_click,Clicked donate button
8825,003XX00000t5nypCnd,2022-11-06,email_open,Annual Fund thank-you
8826,003XX00000t5nypCnd,2021-08-26,meeting,Cultivation lunch
8827,003XX00000t5nypCnd,2026-01-11,meeting,Phone meeting rescheduled
8828,003XX00000t5nypCnd,2021-08-31,email_click,Clicked journal article link
8829,003XX00000t5nypCnd,2026-01-10,phone_call,
8830,003XX00000t5nypCnd,2025-02-11,event_attended,Spring Gala 2022
8831,003XX00000t5nypCnd,2022-12-28,mail_sent,Stewardship impact report
8832,003XX00000t5nypCnd,2025-02-13,email_click,Clicked journal article link
8833,003XX00000t5nypCnd,2024-06-26,event_attended,Homecoming Reception 2023
8834,003XX00000t5nypCnd,2022-06-06,email_open,Year-End Appeal 2023
8835,003XX00000t5nypCnd,2023-11-30,email_open,Spring fundraising newsletter
8836,003XX00000t5nypCnd,2024-05-18,email_click,Clicked journal article link
8837,003XX00000t5nypCnd,2025-03-09,phone_call,Outreach about Planned Giving Society
8838,003XX00000k0fGvNvb,2026-01-24,email_open,Journal issue announcement
8839,003XX00000k0fGvNvb,2020-10-18,phone_call,Thank-you call after Year-End gift
8840,003XX00000k0fGvNvb,2021-10-31,mail_sent,Annual Fund appeal letter
8841,003XX00000k0fGvNvb,2021-12-23,mail_sent,Planned giving brochure
8842,003XX000000Uv39y1X,2023-04-15,event_attended,Spring Gala 2022
8843,003XX00000pyj0oqGe,2022-01-23,phone_call,Outreach about Planned Giving Society
8844,003XX00000pyj0oqGe,2025-07-15,email_open,Annual event invitation
8845,003XX00000pyj0oqGe,2025-04-29,event_attended,Spring Gala 2022
8846,003XX00000pyj0oqGe,2020-04-13,email_open,Journal issue announcement
8847,003XX00000pyj0oqGe,2022-01-03,meeting,Stewardship call – discussed giving impact
8848,003XX00000pwgbKaQh,2024-07-23,event_attended,Spring Gala 2023
8849,003XX00000pwgbKaQh,2024-05-02,mail_sent,Annual Fund appeal letter
8850,003XX00000pwgbKaQh,2023-10-11,event_attended,Book Launch event
8851,003XX00000PjaHlVqw,2023-12-17,email_click,Clicked journal article link
8852,003XX00000PjaHlVqw,2020-11-10,phone_call,Follow-up on lapsed donor reengagement
8853,003XX00000PjaHlVqw,2022-09-03,meeting,Cultivation lunch
8854,003XX00000PjaHlVqw,2020-07-10,event_attended,Virtual Symposium on Culture & Democracy
8855,003XX00000PjaHlVqw,2023-05-12,meeting,Introductory meeting with development director
8856,003XX00000PjaHlVqw,2021-01-09,mail_sent,Holiday card
8857,003XX00000PjaHlVqw,2022-10-12,email_click,Clicked donate button
8858,003XX00000PjaHlVqw,2020-10-01,email_open,Spring fundraising newsletter
8859,003XX00000PjaHlVqw,2020-09-29,event_attended,Homecoming Reception 2023
8860,003XX00000PjaHlVqw,2023-06-18,email_open,Annual event invitation
8861,003XX00000PjaHlVqw,2023-12-30,phone_call,Thank-you call after Year-End gift
8862,003XX00000PjaHlVqw,2020-08-27,email_click,Clicked event registration link
8863,003XX00000PjaHlVqw,2020-07-14,mail_sent,Holiday card
8864,003XX000009drQnVRW,2024-01-29,meeting,Stewardship call – discussed giving impact
8865,003XX000009drQnVRW,2024-07-31,mail_sent,Holiday card
8866,003XX000009drQnVRW,2024-11-02,phone_call,Outreach about Planned Giving Society
8867,003XX000009drQnVRW,2023-10-04,phone_call,Thank-you call after Year-End gift
8868,003XX000009drQnVRW,2025-07-05,email_open,Year-End Appeal 2023
8869,003XX000009drQnVRW,2023-10-03,event_attended,Spring Gala 2022
8870,003XX000009drQnVRW,2025-06-13,meeting,Phone meeting rescheduled
8871,003XX00000nuL75Tgg,2025-03-02,event_attended,Homecoming Reception 2023
8872,003XX00000nuL75Tgg,2024-03-12,email_open,Spring fundraising newsletter
8873,003XX00000nuL75Tgg,2024-05-20,mail_sent,Planned giving brochure
8874,003XX00000LTP9H4ND,2020-11-25,meeting,Major gift conversation – preliminary
8875,003XX00000LTP9H4ND,2024-06-30,event_attended,Spring Gala 2023
8876,003XX00000LTP9H4ND,2020-10-08,phone_call,Left voicemail
8877,003XX00000LTP9H4ND,2020-10-12,event_attended,Spring Gala 2023
8878,003XX00000LTP9H4ND,2022-08-03,event_attended,Spring Gala 2022
8879,003XX00000LTP9H4ND,2021-05-13,event_attended,Virtual Symposium on Culture & Democracy
8880,003XX00000LTP9H4ND,2020-04-04,mail_sent,Hedgehog Review print copy
8881,003XX00000LTP9H4ND,2020-10-11,phone_call,Follow-up on lapsed donor reengagement
8882,003XX00000LTP9H4ND,2025-02-21,mail_sent,Holiday card
8883,003XX00000LTP9H4ND,2022-03-20,email_click,Clicked journal article link
8884,003XX00000LTP9H4ND,2024-11-29,phone_call,Left voicemail
8885,003XX00000LTP9H4ND,2022-12-26,event_attended,Spring Gala 2023
8886,003XX00000LTP9H4ND,2020-01-05,phone_call,Outreach about Planned Giving Society
8887,003XX00000LTP9H4ND,2024-01-27,mail_sent,Holiday card
8888,003XX00000LTP9H4ND,2021-04-13,phone_call,Outreach about Planned Giving Society
8889,003XX00000LTP9H4ND,2025-05-21,phone_call,Follow-up on lapsed donor reengagement
8890,003XX00000LTP9H4ND,2022-11-25,event_attended,Spring Gala 2022
8891,003XX00000b3PTg3tw,2021-11-08,email_open,
8892,003XX00000b3PTg3tw,2021-08-15,mail_sent,Holiday card
8893,003XX00000b3PTg3tw,2020-09-23,email_click,Clicked donate button
8894,003XX00000e8V37wUn,2020-04-05,email_open,Year-End Appeal 2023
8895,003XX00000e8V37wUn,2020-09-07,phone_call,Follow-up on lapsed donor reengagement
8896,003XX00000e8V37wUn,2021-05-27,email_open,Journal issue announcement
8897,003XX00000e8V37wUn,2021-07-27,phone_call,Follow-up on lapsed donor reengagement
8898,003XX00000e8V37wUn,2025-07-30,event_attended,Spring Gala 2023
8899,003XX00000e8V37wUn,2025-05-31,meeting,Phone meeting rescheduled
8900,003XX00000e8V37wUn,2022-05-12,event_attended,Virtual Symposium on Culture & Democracy
8901,003XX00000e8V37wUn,2024-04-21,email_open,Year-End Appeal 2023
8902,003XX00000e8V37wUn,2022-09-04,mail_sent,Planned giving brochure
8903,003XX00000e8V37wUn,2022-07-30,event_attended,Homecoming Reception 2023
8904,003XX00000IbA0b0ts,2022-01-31,event_attended,Virtual Symposium on Culture & Democracy
8905,003XX00000IbA0b0ts,2022-02-01,email_open,Annual event invitation
8906,003XX00000IbA0b0ts,2022-03-05,email_click,Clicked donate button
8907,003XX00000IbA0b0ts,2021-06-08,meeting,Major gift conversation – preliminary
8908,003XX00000IbA0b0ts,2023-02-25,event_attended,Spring Gala 2023
8909,003XX00000vyPgpqQl,2023-10-25,mail_sent,Holiday card
8910,003XX00000vyPgpqQl,2023-04-13,email_open,
8911,003XX00000vyPgpqQl,2020-03-20,event_attended,Homecoming Reception 2023
8912,003XX00000vyPgpqQl,2023-06-03,meeting,Introductory meeting with development director
8913,003XX00000vyPgpqQl,2020-04-02,event_attended,Homecoming Reception 2023
8914,003XX00000vyPgpqQl,2022-07-19,meeting,Stewardship call – discussed giving impact
8915,003XX00000vyPgpqQl,2021-08-07,mail_sent,Stewardship impact report
8916,003XX00000vyPgpqQl,2022-02-24,event_attended,Homecoming Reception 2023
8917,003XX00000vyPgpqQl,2024-10-16,phone_call,
8918,003XX00000vyPgpqQl,2020-01-26,meeting,Cultivation lunch
8919,003XX00000vyPgpqQl,2023-02-12,email_click,Clicked journal article link
8920,003XX00000vyPgpqQl,2021-11-29,email_open,Spring fundraising newsletter
8921,003XX00000vyPgpqQl,2021-10-12,meeting,Introductory meeting with development director
8922,003XX00000vyPgpqQl,2023-01-07,email_open,
8923,003XX00000vyPgpqQl,2025-05-12,email_open,Year-End Appeal 2023
8924,003XX00000vyPgpqQl,2024-03-22,email_open,
8925,003XX00000vyPgpqQl,2024-11-09,event_attended,Virtual Symposium on Culture & Democracy
8926,003XX00000vyPgpqQl,2025-10-18,mail_sent,Stewardship impact report
8927,003XX00000ME8hQhlf,2020-06-30,mail_sent,Annual Fund appeal letter
8928,003XX00000ME8hQhlf,2021-03-17,phone_call,Follow-up on lapsed donor reengagement
8929,003XX00000508I1zEd,2022-09-19,event_attended,Spring Gala 2023
8930,003XX00000508I1zEd,2022-08-12,phone_call,
8931,003XX00000508I1zEd,2023-04-26,phone_call,Thank-you call after Year-End gift
8932,003XX00000508I1zEd,2022-04-26,event_attended,Spring Gala 2023
8933,003XX000000eTpJmBY,2022-07-03,mail_sent,Holiday card
8934,003XX000000eTpJmBY,2024-08-22,phone_call,
8935,003XX000000eTpJmBY,2023-11-19,event_attended,Spring Gala 2022
8936,003XX000000eTpJmBY,2021-04-15,event_attended,Book Launch event
8937,003XX000000eTpJmBY,2024-09-07,mail_sent,Planned giving brochure
8938,003XX000000eTpJmBY,2021-02-25,event_attended,Homecoming Reception 2023
8939,003XX000000eTpJmBY,2022-04-28,email_open,Annual event invitation
8940,003XX000000eTpJmBY,2022-08-09,phone_call,Left voicemail
8941,003XX000000eTpJmBY,2022-09-08,email_open,Annual Fund thank-you
8942,003XX000000eTpJmBY,2023-02-23,phone_call,
8943,003XX00000NV1lRAin,2020-02-25,meeting,Major gift conversation – preliminary
8944,003XX00000NV1lRAin,2022-09-14,meeting,Phone meeting rescheduled
8945,003XX00000NV1lRAin,2025-07-26,phone_call,Follow-up on lapsed donor reengagement
8946,003XX00000gAMh31DD,2022-01-31,email_open,Journal issue announcement
8947,003XX00000gAMh31DD,2022-04-18,phone_call,Outreach about Planned Giving Society
8948,003XX00000gAMh31DD,2024-09-07,meeting,Phone meeting rescheduled
8949,003XX00000gAMh31DD,2023-08-19,email_click,
8950,003XX000009m5P2gWN,2023-01-10,mail_sent,Annual Fund appeal letter
8951,003XX000009m5P2gWN,2026-02-01,meeting,Phone meeting rescheduled
8952,003XX000009m5P2gWN,2026-01-09,mail_sent,Stewardship impact report
8953,003XX000009m5P2gWN,2022-12-22,phone_call,Thank-you call after Year-End gift
8954,003XX000009m5P2gWN,2020-06-14,email_click,Clicked journal article link
8955,003XX000009m5P2gWN,2025-08-24,event_attended,Virtual Symposium on Culture & Democracy
8956,003XX000001gXn4P2w,2025-04-10,meeting,Introductory meeting with development director
8957,003XX000001gXn4P2w,2020-12-29,mail_sent,Planned giving brochure
8958,003XX000001gXn4P2w,2024-02-24,email_open,Journal issue announcement
8959,003XX000001gXn4P2w,2020-08-04,phone_call,Thank-you call after Year-End gift
8960,003XX000001gXn4P2w,2020-06-19,mail_sent,Holiday card
8961,003XX000005Q2rH2UA,2026-01-29,email_open,
8962,003XX000005Q2rH2UA,2021-03-15,email_click,Clicked donate button
8963,003XX00000azWtewtK,2021-06-13,meeting,Cultivation lunch
8964,003XX00000azWtewtK,2021-12-11,email_click,Clicked event registration link
8965,003XX00000azWtewtK,2023-01-03,email_click,
8966,003XX00000azWtewtK,2020-06-25,phone_call,Left voicemail
8967,003XX00000azWtewtK,2022-12-31,mail_sent,Holiday card
8968,003XX00000azWtewtK,2021-09-06,phone_call,Left voicemail
8969,003XX00000azWtewtK,2020-10-07,email_click,Clicked event registration link
8970,003XX00000azWtewtK,2024-10-25,email_click,Clicked event registration link
8971,003XX00000azWtewtK,2025-09-27,email_click,Clicked donate button
8972,003XX00000azWtewtK,2022-10-05,mail_sent,Stewardship impact report
8973,003XX00000azWtewtK,2022-11-22,event_attended,Virtual Symposium on Culture & Democracy
8974,003XX00000IfXpwXaN,2021-11-23,phone_call,
8975,003XX00000IfXpwXaN,2024-05-03,email_click,Clicked journal article link
8976,003XX00000IfXpwXaN,2021-01-14,phone_call,
8977,003XX00000nxK7dAok,2021-02-26,phone_call,Outreach about Planned Giving Society
8978,003XX00000nxK7dAok,2022-04-03,email_open,Journal issue announcement
8979,003XX00000nxK7dAok,2021-12-24,email_click,Clicked event registration link
8980,003XX00000nxK7dAok,2022-09-12,event_attended,Spring Gala 2023
8981,003XX00000nxK7dAok,2025-06-15,email_click,Clicked journal article link
8982,003XX00000nxK7dAok,2021-03-11,event_attended,Virtual Symposium on Culture & Democracy
8983,003XX00000M6W5KNtd,2022-07-18,meeting,Stewardship call – discussed giving impact
8984,003XX00000M6W5KNtd,2023-08-21,event_attended,Book Launch event
8985,003XX00000M6W5KNtd,2025-06-30,email_open,Annual event invitation
8986,003XX00000M6W5KNtd,2023-09-30,event_attended,Spring Gala 2022
8987,003XX00000zG0NnqyY,2020-02-27,email_open,
8988,003XX00000zG0NnqyY,2021-04-23,phone_call,
8989,003XX00000zG0NnqyY,2026-02-02,meeting,Introductory meeting with development director
8990,003XX00000zG0NnqyY,2024-01-02,mail_sent,Stewardship impact report
8991,003XX00000C1wKLWJ0,2024-06-18,email_click,Clicked donate button
8992,003XX00000C1wKLWJ0,2020-08-13,email_click,Clicked journal article link
8993,003XX00000zg5Sm24A,2022-02-02,phone_call,
8994,003XX00000ESkgzBAB,2024-11-10,mail_sent,Stewardship impact report
8995,003XX00000eTp0XJq8,2020-04-16,email_open,Spring fundraising newsletter
8996,003XX00000eTp0XJq8,2025-10-01,meeting,Cultivation lunch
8997,003XX00000eTp0XJq8,2021-07-20,event_attended,Virtual Symposium on Culture & Democracy
8998,003XX00000eTp0XJq8,2025-03-17,email_open,Year-End Appeal 2023
8999,003XX00000eTp0XJq8,2020-11-11,phone_call,Left voicemail
9000,003XX00000eTp0XJq8,2024-05-24,meeting,Major gift conversation – preliminary
9001,003XX00000kx7xrdQx,2023-02-01,email_open,Annual Fund thank-you
9002,003XX00000kx7xrdQx,2021-06-12,event_attended,Homecoming Reception 2023
9003,003XX00000kx7xrdQx,2024-07-16,email_click,Clicked donate button
9004,003XX00000kx7xrdQx,2023-01-11,email_click,Clicked donate button
9005,003XX00000kx7xrdQx,2024-07-24,mail_sent,Holiday card
9006,003XX00000kx7xrdQx,2023-10-25,mail_sent,Stewardship impact report
9007,003XX00000kx7xrdQx,2024-10-03,phone_call,Follow-up on lapsed donor reengagement
9008,003XX00000RoVDzmU8,2020-05-01,mail_sent,Holiday card
9009,003XX00000RoVDzmU8,2020-07-16,phone_call,Outreach about Planned Giving Society
9010,003XX00000RoVDzmU8,2022-06-23,email_open,
9011,003XX00000RoVDzmU8,2021-04-15,email_click,Clicked donate button
9012,003XX00000RoVDzmU8,2023-04-26,email_open,Annual event invitation
9013,003XX00000RoVDzmU8,2025-12-13,mail_sent,Hedgehog Review print copy
9014,003XX00000RoVDzmU8,2024-09-29,email_open,Annual event invitation
9015,003XX000005nHj9z6D,2023-10-06,email_open,Year-End Appeal 2023
9016,003XX000005nHj9z6D,2020-10-03,meeting,Major gift conversation – preliminary
9017,003XX000005nHj9z6D,2021-06-03,email_click,
9018,003XX0000066Bu73AU,2020-03-17,event_attended,Homecoming Reception 2023
9019,003XX0000066Bu73AU,2024-06-29,email_open,Annual event invitation
9020,003XX0000066Bu73AU,2025-09-21,phone_call,Outreach about Planned Giving Society
9021,003XX0000066Bu73AU,2024-05-31,email_click,Clicked event registration link
9022,003XX0000066Bu73AU,2025-11-07,email_open,
9023,003XX00000ppVlkL5N,2020-07-25,phone_call,Thank-you call after Year-End gift
9024,003XX00000ppVlkL5N,2022-10-06,mail_sent,Holiday card
9025,003XX00000ppVlkL5N,2020-03-24,phone_call,Thank-you call after Year-End gift
9026,003XX00000ppVlkL5N,2021-08-06,mail_sent,Stewardship impact report
9027,003XX00000vEGY4AvH,2023-06-05,meeting,Cultivation lunch
9028,003XX00000stjNhvC2,2021-03-07,mail_sent,Stewardship impact report
9029,003XX00000stjNhvC2,2023-07-16,phone_call,Left voicemail
9030,003XX00000stjNhvC2,2025-09-26,mail_sent,Annual Fund appeal letter
9031,003XX00000stjNhvC2,2020-01-01,mail_sent,Stewardship impact report
9032,003XX00000stjNhvC2,2025-02-07,event_attended,Spring Gala 2022
9033,003XX00000stjNhvC2,2026-01-19,email_click,Clicked journal article link
9034,003XX00000stjNhvC2,2024-06-17,meeting,Phone meeting rescheduled
9035,003XX00000stjNhvC2,2022-05-18,mail_sent,Annual Fund appeal letter
9036,003XX00000stjNhvC2,2021-05-17,email_click,Clicked journal article link
9037,003XX00000t0tnpLEg,2020-12-21,email_click,Clicked donate button
9038,003XX00000t0tnpLEg,2022-07-25,phone_call,Left voicemail
9039,003XX00000vRI3pOEQ,2025-03-26,mail_sent,Planned giving brochure
9040,003XX00000vRI3pOEQ,2020-09-01,email_click,Clicked donate button
9041,003XX00000vRI3pOEQ,2021-07-20,email_open,Annual Fund thank-you
9042,003XX00000vRI3pOEQ,2025-11-25,phone_call,Follow-up on lapsed donor reengagement
9043,003XX00000vRI3pOEQ,2024-10-13,event_attended,Virtual Symposium on Culture & Democracy
9044,003XX00000vRI3pOEQ,2020-08-02,mail_sent,Stewardship impact report
9045,003XX00000vRI3pOEQ,2025-03-23,meeting,Phone meeting rescheduled
9046,003XX00000vRI3pOEQ,2021-11-11,phone_call,Outreach about Planned Giving Society
9047,003XX00000SaLPVkUc,2024-07-21,email_open,Annual Fund thank-you
9048,003XX00000SaLPVkUc,2025-09-30,phone_call,Left voicemail
9049,003XX00000SaLPVkUc,2022-03-18,event_attended,Spring Gala 2023
9050,003XX00000SaLPVkUc,2023-09-01,email_open,Annual Fund thank-you
9051,003XX00000SaLPVkUc,2024-04-26,event_attended,Spring Gala 2023
9052,003XX00000SaLPVkUc,2025-12-21,mail_sent,Annual Fund appeal letter
9053,003XX00000SpHsbYOY,2020-10-14,mail_sent,Stewardship impact report
9054,003XX00000w8d9XWFO,2020-07-13,mail_sent,Holiday card
9055,003XX00000w8d9XWFO,2024-11-10,email_click,Clicked donate button
9056,003XX00000w8d9XWFO,2023-03-11,mail_sent,Holiday card
9057,003XX00000w8d9XWFO,2020-09-04,email_click,Clicked journal article link
9058,003XX00000w8d9XWFO,2021-12-24,meeting,Phone meeting rescheduled
9059,003XX00000w8d9XWFO,2020-10-26,phone_call,Left voicemail
9060,003XX0000007iaMKqs,2020-06-17,email_click,Clicked donate button
9061,003XX0000007iaMKqs,2022-12-29,event_attended,Virtual Symposium on Culture & Democracy
9062,003XX0000007iaMKqs,2021-07-26,meeting,Cultivation lunch
9063,003XX0000007iaMKqs,2025-03-25,mail_sent,Holiday card
9064,003XX0000007iaMKqs,2024-09-22,mail_sent,Holiday card
9065,003XX0000007iaMKqs,2024-10-27,email_open,Spring fundraising newsletter
9066,003XX0000007iaMKqs,2025-03-27,mail_sent,Annual Fund appeal letter
9067,003XX0000007iaMKqs,2020-07-27,event_attended,Spring Gala 2023
9068,003XX00000cSmaxpQY,2022-08-24,mail_sent,Stewardship impact report
9069,003XX00000cSmaxpQY,2022-03-10,phone_call,Thank-you call after Year-End gift
9070,003XX00000cSmaxpQY,2020-08-16,mail_sent,Stewardship impact report
9071,003XX00000cSmaxpQY,2023-04-26,email_open,Annual Fund thank-you
9072,003XX00000Oh5o1qE5,2023-06-16,event_attended,Book Launch event
9073,003XX00000Oh5o1qE5,2021-10-18,phone_call,Follow-up on lapsed donor reengagement
9074,003XX00000Oh5o1qE5,2025-09-21,phone_call,
9075,003XX00000Oh5o1qE5,2025-07-13,meeting,Cultivation lunch
9076,003XX00000Oh5o1qE5,2022-01-07,event_attended,Spring Gala 2022
9077,003XX00000Oh5o1qE5,2020-02-04,meeting,Cultivation lunch
9078,003XX00000sj12Dv4l,2025-11-10,meeting,Stewardship call – discussed giving impact
9079,003XX00000sj12Dv4l,2023-10-15,email_open,Annual Fund thank-you
9080,003XX00000sj12Dv4l,2023-10-19,email_open,Spring fundraising newsletter
9081,003XX00000yYClsnje,2024-06-05,email_click,Clicked donate button
9082,003XX00000yYClsnje,2025-06-22,phone_call,Follow-up on lapsed donor reengagement
9083,003XX00000l1b2REG5,2025-02-01,mail_sent,Holiday card
9084,003XX00000l1b2REG5,2025-12-31,event_attended,Spring Gala 2022
9085,003XX00000l1b2REG5,2021-01-26,mail_sent,Planned giving brochure
9086,003XX00000l1b2REG5,2023-04-14,phone_call,
9087,003XX00000l1b2REG5,2025-06-11,email_click,Clicked journal article link
9088,003XX00000QB2hol6f,2021-07-23,meeting,Phone meeting rescheduled
9089,003XX00000QB2hol6f,2023-03-11,meeting,Introductory meeting with development director
9090,003XX00000QB2hol6f,2024-09-06,meeting,Major gift conversation – preliminary
9091,003XX00000QB2hol6f,2022-11-26,phone_call,Outreach about Planned Giving Society
9092,003XX00000QB2hol6f,2024-06-11,email_click,Clicked event registration link
9093,003XX00000TJ0pAQgc,2025-12-26,phone_call,Follow-up on lapsed donor reengagement
9094,003XX00000TJ0pAQgc,2021-02-27,phone_call,Outreach about Planned Giving Society
9095,003XX00000TJ0pAQgc,2021-10-12,mail_sent,Hedgehog Review print copy
9096,003XX00000TJ0pAQgc,2021-09-21,email_open,Spring fundraising newsletter
9097,003XX00000gamT5tYr,2024-07-16,phone_call,Thank-you call after Year-End gift
9098,003XX00000gamT5tYr,2024-01-28,meeting,Major gift conversation – preliminary
9099,003XX00000gamT5tYr,2021-01-19,mail_sent,Annual Fund appeal letter
