gift_id,contact_id,gift_date,amount,gift_type,campaign
953,003XX00000pqCRMhAC,2017-10-18,150,recurring,Year-End Appeal 2023
954,003XX00000pqCRMhAC,2017-10-26,250,recurring,Year-End Appeal 2023
955,003XX00000pqCRMhAC,2017-11-04,150,one_time,Year-End Appeal 2024
956,003XX00000pqCRMhAC,2017-12-22,75,recurring,Year-End Appeal 2022
957,003XX00000pqCRMhAC,2018-03-28,75,event,Annual Fund 2020
958,003XX00000FXvLsEk9,2012-01-13,20.0,event,Annual Fund 2023
959,003XX00000FXvLsEk9,2014-12-12,35,one_time,
960,003XX00000FXvLsEk9,2015-05-27,20.0,recurring,Year-End Appeal 2021
961,003XX000007WriGkKC,2025-09-13,20.0,recurring,Annual Fund 2023
962,003XX000007WriGkKC,2025-10-09,25,one_time,Spring Appeal 2024
963,003XX000007WriGkKC,2025-10-28,20.0,event,Annual Fund 2021
964,003XX000007WriGkKC,2025-11-18,20.0,one_time,
965,003XX000007WriGkKC,2025-11-24,20.0,one_time,Spring Appeal 2024
966,003XX00000NOXjdHVv,2022-10-21,25,event,
967,003XX00000NOXjdHVv,2023-11-23,25,one_time,Spring Gala 2022
968,003XX00000H7GgEhnZ,2013-10-23,20.0,recurring,Spring Gala 2023
969,003XX00000H7GgEhnZ,2014-04-20,30,recurring,Annual Fund 2020
970,003XX00000IPRe1uPS,2022-01-03,20.0,recurring,Year-End Appeal 2021
971,003XX00000HNMYtAg8,2022-12-10,20.0,recurring,Annual Fund 2020
972,003XX00000HNMYtAg8,2022-12-10,20.0,recurring,
973,003XX00000HNMYtAg8,2022-12-10,20.0,recurring,Spring Appeal 2023
974,003XX00000HNMYtAg8,2023-06-30,20.0,one_time,Year-End Appeal 2021
975,003XX00000HNMYtAg8,2023-06-30,20.0,one_time,Annual Fund 2020
976,003XX00000v3OLPsAH,2025-11-23,45,one_time,
977,003XX00000oLSqBzr2,2021-11-07,20.0,one_time,
978,003XX00000oLSqBzr2,2022-04-27,20.0,one_time,Annual Fund 2022
979,003XX00000oLSqBzr2,2022-07-29,20.0,one_time,Spring Gala 2023
980,003XX00000oO4coEmW,2021-11-26,20.0,one_time,Planned Giving Society
981,003XX00000oO4coEmW,2022-03-25,20.0,recurring,Annual Fund 2020
982,003XX00000oO4coEmW,2022-06-25,20.0,one_time,Annual Fund 2023
983,003XX00000oO4coEmW,2022-06-25,20.0,event,Annual Fund 2021
984,003XX00000179M7qNz,2021-12-30,25,recurring,
985,003XX00000179M7qNz,2021-12-30,20.0,recurring,
986,003XX00000179M7qNz,2021-12-30,25,one_time,Planned Giving Society
987,003XX00000179M7qNz,2022-08-23,20.0,one_time,Spring Appeal 2023
988,003XX00000AASMOW7c,2020-11-17,20.0,one_time,Year-End Appeal 2021
989,003XX00000AASMOW7c,2021-05-24,20.0,event,Major Gift Initiative 2022
990,003XX00000AASMOW7c,2021-07-23,25,recurring,Year-End Appeal 2024
991,003XX00000AASMOW7c,2022-08-26,20.0,recurring,Spring Gala 2023
992,003XX000008t7EWcoL,2018-11-26,75,recurring,Year-End Appeal 2022
993,003XX00000fr6tm2Kg,2026-02-05,20.0,one_time,Year-End Appeal 2021
994,003XX00000fr6tm2Kg,2026-02-05,20.0,recurring,Spring Appeal 2023
995,003XX00000fr6tm2Kg,2026-02-05,30,one_time,Year-End Appeal 2021
996,003XX00000fr6tm2Kg,2026-02-05,20.0,recurring,
997,003XX00000ekwyi31o,2025-12-24,20.0,one_time,
998,003XX00000ekwyi31o,2025-12-24,20.0,one_time,Annual Fund 2022
999,003XX00000ekwyi31o,2026-01-13,20.0,one_time,Spring Appeal 2022
1000,003XX00000Spl5QQJi,2021-02-08,20.0,one_time,
1001,003XX00000Spl5QQJi,2022-12-16,20.0,one_time,
1002,003XX00000Spl5QQJi,2023-05-05,20.0,planned_giving,
1003,003XX00000sgNZuLzV,2015-10-13,20.0,one_time,Spring Gala 2022
1004,003XX00000sgNZuLzV,2015-11-22,20.0,one_time,
1005,003XX00000sgNZuLzV,2017-11-09,30,one_time,
1006,003XX00000sgNZuLzV,2021-11-23,20.0,planned_giving,Year-End Appeal 2021
1007,003XX00000sgNZuLzV,2021-12-26,20.0,event,Year-End Appeal 2021
1008,003XX00000vuN16f1n,2000-10-28,20.0,one_time,Spring Gala 2022
1009,003XX00000vuN16f1n,2008-12-04,20.0,recurring,Major Gift Initiative 2022
1010,003XX00000TpFRLwF6,2021-04-26,20.0,one_time,Year-End Appeal 2023
1011,003XX00000TpFRLwF6,2021-10-07,20.0,one_time,Major Gift Initiative 2022
1012,003XX00000TpFRLwF6,2021-10-20,20.0,one_time,Spring Appeal 2022
1013,003XX00000UceT9E9W,2019-07-25,20.0,recurring,Year-End Appeal 2023
1014,003XX00000UceT9E9W,2019-12-24,20.0,recurring,
1015,003XX00000UceT9E9W,2020-09-01,20.0,one_time,Year-End Appeal 2021
1016,003XX00000UceT9E9W,2020-11-05,20.0,recurring,Year-End Appeal 2023
1017,003XX00000UceT9E9W,2021-06-12,20.0,recurring,Planned Giving Society
1018,003XX00000tQaEIz4e,2004-11-07,20.0,recurring,Spring Appeal 2023
1019,003XX00000tQaEIz4e,2006-02-24,20.0,recurring,Annual Fund 2020
1020,003XX00000tQaEIz4e,2007-09-30,20.0,one_time,
1021,003XX00000tQaEIz4e,2007-09-30,20.0,one_time,
1022,003XX0000036GveT4r,2018-11-11,35,one_time,
1023,003XX0000036GveT4r,2020-12-01,40,recurring,
1024,003XX000001htRsnLM,2025-07-08,20.0,one_time,Year-End Appeal 2022
1025,003XX000001htRsnLM,2025-07-08,20.0,one_time,Spring Appeal 2024
1026,003XX000007ATUf2ua,2025-10-16,35,one_time,Major Gift Initiative 2022
1027,003XX00000zVfTsAeK,2018-10-08,30,one_time,Spring Appeal 2023
1028,003XX00000oK7xzboB,2018-04-21,100,planned_giving,
1029,003XX00000oK7xzboB,2018-04-21,30,one_time,Spring Appeal 2022
1030,003XX00000oK7xzboB,2018-06-15,50,event,
1031,003XX00000oK7xzboB,2018-10-16,30,recurring,Year-End Appeal 2022
1032,003XX00000oK7xzboB,2018-10-28,25,one_time,
1033,003XX00000oK7xzboB,2018-11-16,35,recurring,Annual Fund 2021
1034,003XX00000oK7xzboB,2018-11-19,35,one_time,Year-End Appeal 2021
1035,003XX00000oK7xzboB,2018-12-06,35,recurring,
1036,003XX00000oK7xzboB,2018-12-16,35,recurring,Annual Fund 2022
1037,003XX00000oK7xzboB,2018-12-25,25,recurring,
1038,003XX00000oK7xzboB,2019-09-13,25,one_time,
1039,003XX00000oK7xzboB,2019-09-13,25,one_time,Spring Appeal 2023
1040,003XX00000oK7xzboB,2019-09-13,25,recurring,Annual Fund 2022
1041,003XX00000oK7xzboB,2019-09-13,30,recurring,Spring Appeal 2024
1042,003XX00000oK7xzboB,2019-09-13,50,recurring,Year-End Appeal 2022
1043,003XX00000cI1tD4nn,2022-04-22,100,planned_giving,
1044,003XX00000cI1tD4nn,2023-09-15,200,one_time,Annual Fund 2022
1045,003XX000008lOZOJRP,2021-06-10,20.0,recurring,Planned Giving Society
1046,003XX000008lOZOJRP,2021-06-17,20.0,recurring,Year-End Appeal 2022
1047,003XX000008lOZOJRP,2021-06-17,20.0,one_time,
1048,003XX000008lOZOJRP,2021-06-17,20.0,one_time,
1049,003XX00000VBxM2Ege,2025-11-26,20.0,one_time,Year-End Appeal 2021
1050,003XX00000VBxM2Ege,2026-02-13,25,one_time,Year-End Appeal 2021
1051,003XX00000VBxM2Ege,2026-02-13,20.0,event,Spring Appeal 2022
1052,003XX00000Mq8ToTuB,2012-10-17,25,one_time,
1053,003XX00000vlVC3SbC,2018-02-08,100,recurring,Annual Fund 2020
1054,003XX00000eXmRvgxA,2016-07-07,20.0,recurring,Spring Gala 2022
1055,003XX00000eXmRvgxA,2016-07-07,20.0,recurring,Annual Fund 2021
1056,003XX00000eXmRvgxA,2016-07-07,20.0,event,Annual Fund 2021
1057,003XX00000eXmRvgxA,2016-07-07,20.0,one_time,Year-End Appeal 2021
1058,003XX00000eXmRvgxA,2016-07-07,20.0,one_time,Annual Fund 2023
1059,003XX0000037iiQwL0,2018-12-07,20.0,one_time,Annual Fund 2020
1060,003XX0000037iiQwL0,2019-07-10,20.0,one_time,
1061,003XX0000037iiQwL0,2021-02-14,20.0,recurring,
1062,003XX0000037iiQwL0,2021-12-07,20.0,recurring,Spring Appeal 2024
1063,003XX00000nBXiUOCg,2019-12-18,25,one_time,Year-End Appeal 2021
1064,003XX00000EjD3CMfT,2020-05-11,75,one_time,Annual Fund 2023
1065,003XX00000bmyCqvIi,2019-11-23,200,planned_giving,Spring Appeal 2022
1066,003XX00000bmyCqvIi,2019-11-23,650,one_time,Annual Fund 2023
1067,003XX00000bmyCqvIi,2019-12-16,75,one_time,Spring Gala 2023
1068,003XX00000bmyCqvIi,2020-06-03,150,one_time,Year-End Appeal 2024
1069,003XX00000bmyCqvIi,2020-11-05,30,event,
1070,003XX00000bmyCqvIi,2020-12-11,75,recurring,Spring Appeal 2022
1071,003XX00000bmyCqvIi,2021-08-01,125,one_time,
1072,003XX00000bmyCqvIi,2021-11-01,2000,event,
1073,003XX00000bmyCqvIi,2021-11-04,75,one_time,Year-End Appeal 2023
1074,003XX00000bmyCqvIi,2021-11-08,250,one_time,Annual Fund 2022
1075,003XX00000bmyCqvIi,2021-11-20,100,one_time,Annual Fund 2021
1076,003XX00000bmyCqvIi,2021-12-17,125,event,
1077,003XX00000bmyCqvIi,2021-12-27,225,one_time,Spring Appeal 2023
1078,003XX00000bmyCqvIi,2022-04-13,125,recurring,Spring Appeal 2023
1079,003XX00000bmyCqvIi,2022-04-13,100,recurring,
1080,003XX00000hVTateCW,2018-11-12,40,one_time,Spring Gala 2022
1081,003XX00000hAnx79t4,2021-12-13,20.0,one_time,Year-End Appeal 2023
1082,003XX00000hAnx79t4,2022-12-26,20.0,one_time,Spring Gala 2022
1083,003XX00000hAnx79t4,2023-08-22,75,one_time,
1084,003XX00000SXqg2hNj,2023-10-22,20.0,recurring,Year-End Appeal 2023
1085,003XX00000SXqg2hNj,2023-12-08,20.0,recurring,
1086,003XX00000SXqg2hNj,2024-10-07,20.0,recurring,
1087,003XX00000SXqg2hNj,2024-11-04,20.0,one_time,Year-End Appeal 2023
1088,003XX00000cETzY1j6,2013-10-21,20.0,recurring,Annual Fund 2023
1089,003XX00000cETzY1j6,2014-11-28,40,one_time,Year-End Appeal 2023
1090,003XX00000cETzY1j6,2016-09-16,75,one_time,Annual Fund 2020
1091,003XX00000cETzY1j6,2016-12-19,40,recurring,Planned Giving Society
1092,003XX00000cETzY1j6,2017-01-04,150,one_time,Spring Appeal 2022
1093,003XX00000cETzY1j6,2017-11-16,100,one_time,Major Gift Initiative 2022
1094,003XX00000cETzY1j6,2017-11-22,20.0,recurring,
1095,003XX00000cETzY1j6,2018-06-11,75,recurring,Spring Appeal 2022
1096,003XX00000cETzY1j6,2018-06-11,175,recurring,Year-End Appeal 2021
1097,003XX00000cETzY1j6,2018-06-11,100,one_time,
1098,003XX00000DxN3MgWZ,2019-11-28,20.0,one_time,Spring Gala 2023
1099,003XX00000xnkqyZzT,2021-09-09,20.0,recurring,Annual Fund 2020
1100,003XX00000xnkqyZzT,2023-01-23,35,recurring,Year-End Appeal 2023
1101,003XX00000xnkqyZzT,2023-12-19,25,one_time,Year-End Appeal 2021
1102,003XX00000rsVgLwDy,2024-11-16,20.0,event,
1103,003XX00000rsVgLwDy,2024-11-16,20.0,recurring,Spring Appeal 2022
1104,003XX00000rsVgLwDy,2024-12-03,20.0,one_time,Spring Gala 2022
1105,003XX00000rsVgLwDy,2026-01-23,20.0,one_time,Year-End Appeal 2022
1106,003XX00000rsVgLwDy,2026-01-23,20.0,event,
1107,003XX00000L3v0B993,2016-10-17,20.0,recurring,Spring Appeal 2022
1108,003XX00000L3v0B993,2016-11-06,30,one_time,
1109,003XX00000T9OXgkYv,2022-12-14,20.0,recurring,
1110,003XX00000T9OXgkYv,2023-07-21,20.0,recurring,
1111,003XX00000T9OXgkYv,2023-08-08,20.0,one_time,Annual Fund 2021
1112,003XX00000T9OXgkYv,2023-08-08,20.0,one_time,
1113,003XX00000T9OXgkYv,2023-08-08,20.0,one_time,
1114,003XX00000uLypkYTT,2023-03-07,50,one_time,Spring Gala 2022
1115,003XX00000u9nlWJ52,2021-10-22,20.0,one_time,
1116,003XX00000u9nlWJ52,2024-01-28,20.0,event,Annual Fund 2022
1117,003XX00000u9nlWJ52,2024-01-28,20.0,one_time,Year-End Appeal 2022
1118,003XX00000pBYyftHZ,2023-02-14,50,one_time,Year-End Appeal 2022
1119,003XX00000pBYyftHZ,2023-02-14,25,one_time,Spring Appeal 2022
1120,003XX0000016CcrBFL,2016-01-14,50,one_time,Annual Fund 2023
1121,003XX00000bMYUZ5dX,2017-10-18,25,one_time,Spring Appeal 2023
1122,003XX00000bMYUZ5dX,2017-10-18,35,event,
1123,003XX00000bMYUZ5dX,2017-12-11,25,one_time,
1124,003XX00000bMYUZ5dX,2021-01-06,20.0,one_time,Annual Fund 2021
1125,003XX00000jHXgHvyF,2022-02-28,35,recurring,
1126,003XX00000v4GCtOEv,2022-10-03,20.0,planned_giving,
1127,003XX00000v4GCtOEv,2022-12-07,20.0,recurring,Year-End Appeal 2024
1128,003XX00000v4GCtOEv,2023-06-02,20.0,one_time,Spring Appeal 2023
1129,003XX00000v4GCtOEv,2023-06-02,20.0,event,
1130,003XX00000v4GCtOEv,2023-06-02,20.0,recurring,
1131,003XX00000bkcK1w6k,2022-12-06,20.0,one_time,Year-End Appeal 2022
1132,003XX00000MPHqV0jV,2025-05-01,20.0,one_time,Annual Fund 2023
1133,003XX00000MPHqV0jV,2025-08-05,20.0,recurring,
1134,003XX00000MPHqV0jV,2025-08-27,20.0,one_time,Year-End Appeal 2021
1135,003XX00000MPHqV0jV,2025-09-26,20.0,recurring,Spring Appeal 2024
1136,003XX00000MPHqV0jV,2025-09-26,20.0,one_time,Annual Fund 2021
1137,003XX00000fGYhAPID,2005-03-16,35,recurring,Year-End Appeal 2024
1138,003XX00000fGYhAPID,2005-10-15,40,one_time,Annual Fund 2022
1139,003XX00000137GxPCZ,2026-01-23,20.0,one_time,Spring Appeal 2022
1140,003XX00000137GxPCZ,2026-01-23,40,recurring,Major Gift Initiative 2022
1141,003XX00000137GxPCZ,2026-01-23,20.0,one_time,
1142,003XX00000137GxPCZ,2026-01-23,20.0,event,Major Gift Initiative 2022
1143,003XX00000137GxPCZ,2026-01-23,20.0,one_time,Annual Fund 2021
1144,003XX00000CvlnWils,2022-07-20,50,one_time,Spring Gala 2023
1145,003XX00000CvlnWils,2022-07-20,20.0,event,
1146,003XX00000CvlnWils,2022-07-20,35,one_time,Year-End Appeal 2024
1147,003XX0000050exvK9T,2017-12-04,75,one_time,
1148,003XX00000lT6ohdyL,2025-10-31,450,recurring,
1149,003XX000009I7xO1n4,2023-11-04,20.0,recurring,Year-End Appeal 2022
1150,003XX000009I7xO1n4,2023-11-08,20.0,recurring,Year-End Appeal 2021
1151,003XX000009I7xO1n4,2023-12-26,20.0,event,Annual Fund 2022
1152,003XX000009I7xO1n4,2024-10-24,20.0,one_time,
1153,003XX000009I7xO1n4,2024-11-26,20.0,one_time,
1154,003XX00000s2KItL14,2024-11-15,20.0,recurring,Year-End Appeal 2024
1155,003XX00000s2KItL14,2025-09-07,20.0,one_time,
1156,003XX00000s2KItL14,2025-10-19,20.0,one_time,Annual Fund 2020
1157,003XX00000s2KItL14,2025-11-06,20.0,one_time,
1158,003XX00000s2KItL14,2026-02-24,20.0,recurring,Spring Gala 2022
1159,003XX00000Vipl0T8T,2023-05-11,25,recurring,Spring Gala 2022
1160,003XX00000Vipl0T8T,2023-10-10,20.0,one_time,
1161,003XX00000Vipl0T8T,2025-02-07,35,recurring,Annual Fund 2020
1162,003XX000003jTVvh3O,2022-10-09,20.0,one_time,Major Gift Initiative 2022
1163,003XX000003jTVvh3O,2022-12-24,20.0,recurring,Annual Fund 2021
1164,003XX000003jTVvh3O,2024-12-03,20.0,planned_giving,Year-End Appeal 2022
1165,003XX000003jTVvh3O,2025-07-17,20.0,event,Year-End Appeal 2023
1166,003XX00000Haj00gWu,2019-11-16,550,event,Year-End Appeal 2024
1167,003XX00000Haj00gWu,2019-12-28,125,recurring,Major Gift Initiative 2022
1168,003XX00000Haj00gWu,2020-07-17,300,one_time,Major Gift Initiative 2022
1169,003XX00000Haj00gWu,2020-12-18,250,one_time,Spring Gala 2023
1170,003XX00000Haj00gWu,2021-08-07,400,one_time,Major Gift Initiative 2022
1171,003XX00000Haj00gWu,2021-10-24,400,recurring,Annual Fund 2021
1172,003XX00000UUpd66pN,2010-02-26,600,event,
1173,003XX00000UUpd66pN,2012-11-02,100,one_time,Major Gift Initiative 2022
1174,003XX00000UUpd66pN,2013-10-28,500,one_time,Planned Giving Society
1175,003XX00000UUpd66pN,2013-11-05,1400,one_time,Annual Fund 2020
1176,003XX00000UUpd66pN,2013-12-09,500,one_time,Spring Appeal 2022
1177,003XX00000UUpd66pN,2013-12-15,125,recurring,
1178,003XX00000UUpd66pN,2016-09-07,400,recurring,
1179,003XX000009lXaajJj,2021-08-01,20.0,planned_giving,Spring Gala 2023
1180,003XX000009lXaajJj,2023-09-20,35,recurring,Planned Giving Society
1181,003XX000009lXaajJj,2024-01-09,20.0,one_time,Year-End Appeal 2022
1182,003XX000007VFTPEG6,2019-11-11,40,one_time,Annual Fund 2023
1183,003XX000007VFTPEG6,2021-10-19,20.0,one_time,Planned Giving Society
1184,003XX000007VFTPEG6,2022-07-16,20.0,one_time,
1185,003XX00000IDspHJ4A,2022-03-17,1000,event,Annual Fund 2021
1186,003XX00000IDspHJ4A,2022-03-17,650,one_time,
1187,003XX00000IDspHJ4A,2022-03-17,350,one_time,Year-End Appeal 2024
1188,003XX00000IDspHJ4A,2022-03-17,300,one_time,Planned Giving Society
1189,003XX00000IDspHJ4A,2022-03-17,800,one_time,Annual Fund 2021
1190,003XX00000IDspHJ4A,2022-03-17,250,one_time,
1191,003XX00000HLqvTnD0,2018-09-18,20.0,planned_giving,Annual Fund 2023
1192,003XX00000HLqvTnD0,2020-04-27,20.0,one_time,Spring Appeal 2024
1193,003XX00000HLqvTnD0,2021-09-05,20.0,event,
1194,003XX00000HLqvTnD0,2021-10-18,20.0,one_time,
1195,003XX00000HLqvTnD0,2022-05-25,20.0,one_time,Spring Appeal 2022
1196,003XX00000bJz0MM0m,2025-06-26,35,one_time,Year-End Appeal 2022
1197,003XX00000bJz0MM0m,2025-10-24,50,one_time,Year-End Appeal 2022
1198,003XX00000bJz0MM0m,2025-11-20,75,recurring,Spring Appeal 2023
1199,003XX00000bJz0MM0m,2026-01-30,30,one_time,Annual Fund 2023
1200,003XX00000JJOWoBtJ,2015-12-25,50,one_time,Annual Fund 2023
1201,003XX00000R3pQFZJX,2020-02-05,20.0,event,Annual Fund 2022
1202,003XX00000R3pQFZJX,2023-05-14,20.0,recurring,Spring Gala 2022
1203,003XX00000R3pQFZJX,2023-05-14,20.0,planned_giving,Year-End Appeal 2021
1204,003XX0000084csjgYJ,2011-10-01,20.0,one_time,Year-End Appeal 2021
1205,003XX0000084csjgYJ,2012-10-20,20.0,one_time,Year-End Appeal 2023
1206,003XX0000084csjgYJ,2015-11-16,20.0,one_time,
1207,003XX0000084csjgYJ,2018-05-21,20.0,one_time,Year-End Appeal 2022
1208,003XX0000084csjgYJ,2019-08-26,20.0,recurring,Annual Fund 2020
1209,003XX00000p3JF4w6F,2019-08-08,20.0,one_time,
1210,003XX00000p3JF4w6F,2020-04-17,20.0,planned_giving,Annual Fund 2023
1211,003XX00000p3JF4w6F,2021-12-22,30,one_time,Annual Fund 2022
1212,003XX00000p3JF4w6F,2022-11-07,20.0,one_time,Year-End Appeal 2021
1213,003XX00000p3JF4w6F,2022-12-09,20.0,event,Year-End Appeal 2024
1214,003XX00000N0cUDHc0,2021-07-23,20.0,one_time,Annual Fund 2021
1215,003XX00000N0cUDHc0,2021-11-19,20.0,recurring,
1216,003XX00000N0cUDHc0,2022-05-11,20.0,one_time,Annual Fund 2022
1217,003XX00000N0cUDHc0,2022-05-11,20.0,planned_giving,
1218,003XX00000N0cUDHc0,2022-05-11,20.0,event,
1219,003XX00000qlndQ7lk,2025-09-06,350,one_time,
1220,003XX00000vsC3wK3C,2015-11-11,30,recurring,Spring Gala 2022
1221,003XX00000vsC3wK3C,2018-11-17,20.0,one_time,Year-End Appeal 2021
1222,003XX000005JKA7owv,2021-10-06,100,one_time,Major Gift Initiative 2022
1223,003XX000005JKA7owv,2022-05-18,50,one_time,Annual Fund 2020
1224,003XX000005JKA7owv,2023-04-23,50,one_time,Major Gift Initiative 2022
1225,003XX000005JKA7owv,2023-04-23,150,one_time,Annual Fund 2023
1226,003XX00000PonWlooZ,2013-11-08,45,one_time,Annual Fund 2021
1227,003XX00000PonWlooZ,2014-02-11,45,one_time,Annual Fund 2022
1228,003XX00000PonWlooZ,2015-10-16,125,one_time,
1229,003XX00000PonWlooZ,2017-11-02,35,event,
1230,003XX00000PonWlooZ,2018-11-26,100,planned_giving,Year-End Appeal 2022
1231,003XX00000IHMaws90,2022-12-04,100,one_time,Year-End Appeal 2021
1232,003XX00000IHMaws90,2022-12-04,150,one_time,
1233,003XX00000IHMaws90,2022-12-04,175,one_time,
1234,003XX00000IHMaws90,2022-12-04,450,recurring,Spring Gala 2023
1235,003XX00000IHMaws90,2023-08-12,225,one_time,
1236,003XX00000IHMaws90,2023-08-20,200,recurring,Year-End Appeal 2024
1237,003XX00000IHMaws90,2023-08-20,150,event,
1238,003XX00000IHMaws90,2023-08-20,250,recurring,
1239,003XX00000IHMaws90,2023-08-20,200,recurring,
1240,003XX00000IHMaws90,2023-08-20,125,one_time,
1241,003XX00000y6GNHkbD,2012-11-18,20.0,one_time,
1242,003XX00000y6GNHkbD,2012-11-18,20.0,one_time,Spring Gala 2022
1243,003XX00000RFYJJnf6,2018-07-21,20.0,planned_giving,Spring Gala 2023
1244,003XX00000RFYJJnf6,2018-07-21,20.0,event,Year-End Appeal 2021
1245,003XX00000RFYJJnf6,2018-12-28,25,recurring,Year-End Appeal 2022
1246,003XX00000RFYJJnf6,2020-03-13,20.0,one_time,Spring Appeal 2023
1247,003XX00000RFYJJnf6,2020-10-02,20.0,one_time,Annual Fund 2023
1248,003XX00000QiWK3i5D,2018-06-01,35,one_time,Spring Appeal 2022
1249,003XX00000QiWK3i5D,2018-06-01,20.0,one_time,
1250,003XX00000iSHqnuXe,2017-12-15,20.0,one_time,Spring Appeal 2023
1251,003XX00000iSHqnuXe,2018-02-24,20.0,one_time,Major Gift Initiative 2022
1252,003XX00000iSHqnuXe,2018-07-22,20.0,one_time,Annual Fund 2022
1253,003XX00000A1glNMHh,2026-02-25,20.0,one_time,
1254,003XX00000A1glNMHh,2026-02-25,25,recurring,Year-End Appeal 2021
1255,003XX00000A1glNMHh,2026-02-25,30,recurring,
1256,003XX00000J4qgEUBk,2022-10-18,20.0,event,Year-End Appeal 2024
1257,003XX00000J4qgEUBk,2022-11-05,20.0,planned_giving,Year-End Appeal 2023
1258,003XX00000J4qgEUBk,2022-11-05,20.0,recurring,
1259,003XX00000J4qgEUBk,2022-11-05,20.0,planned_giving,Annual Fund 2023
1260,003XX00000J4qgEUBk,2022-11-05,20.0,one_time,Spring Gala 2023
1261,003XX00000c0WYBiQ9,2023-10-22,35,recurring,Planned Giving Society
1262,003XX00000S6EKxR0U,2006-12-23,35,one_time,Annual Fund 2021
1263,003XX00000S6EKxR0U,2007-12-12,75,recurring,
1264,003XX00000S6EKxR0U,2009-12-03,75,one_time,Annual Fund 2023
1265,003XX00000S6EKxR0U,2013-06-01,25,one_time,Planned Giving Society
1266,003XX00000S6EKxR0U,2016-12-13,40,one_time,
1267,003XX000000bj7OYev,2021-09-01,50,one_time,Year-End Appeal 2022
1268,003XX00000l5XAbKi2,2021-10-08,20.0,one_time,Spring Appeal 2022
1269,003XX00000l5XAbKi2,2022-06-19,20.0,one_time,Year-End Appeal 2024
1270,003XX00000l5XAbKi2,2022-10-09,20.0,recurring,
1271,003XX00000l5XAbKi2,2023-08-02,20.0,planned_giving,Spring Gala 2022
1272,003XX00000qvWV59y3,2023-10-22,40,one_time,Spring Appeal 2022
1273,003XX00000qvWV59y3,2023-10-25,35,one_time,Major Gift Initiative 2022
1274,003XX00000BNtYctnu,2018-12-30,20.0,event,Year-End Appeal 2022
1275,003XX00000BNtYctnu,2019-11-11,20.0,event,
1276,003XX00000BNtYctnu,2020-10-23,20.0,one_time,Planned Giving Society
1277,003XX00000BNtYctnu,2023-09-02,20.0,one_time,
1278,003XX00000BNtYctnu,2023-09-02,20.0,recurring,Annual Fund 2023
1279,003XX000005HGbrgAg,2025-09-12,75,one_time,Spring Appeal 2023
1280,003XX000005HGbrgAg,2025-10-14,25,one_time,Annual Fund 2020
1281,003XX000005HGbrgAg,2025-10-14,25,one_time,Major Gift Initiative 2022
1282,003XX000005HGbrgAg,2025-10-14,25,recurring,
1283,003XX00000YFhuOmRS,2017-04-13,20.0,recurring,Annual Fund 2023
1284,003XX00000YFhuOmRS,2020-11-10,20.0,one_time,Year-End Appeal 2021
1285,003XX00000YFhuOmRS,2020-12-18,20.0,recurring,
1286,003XX00000YFhuOmRS,2021-05-13,20.0,event,Spring Gala 2023
1287,003XX00000YFhuOmRS,2022-10-21,20.0,one_time,Year-End Appeal 2021
1288,003XX00000S0Yx6HkE,2017-12-01,25,recurring,Spring Appeal 2023
1289,003XX00000S0Yx6HkE,2019-10-06,30,recurring,Year-End Appeal 2024
1290,003XX00000S0Yx6HkE,2022-06-24,20.0,one_time,Spring Appeal 2022
1291,003XX00000H2p2yTer,2022-06-29,20.0,one_time,Spring Gala 2023
1292,003XX00000H2p2yTer,2022-08-02,20.0,event,Annual Fund 2023
1293,003XX00000H2p2yTer,2022-08-02,20.0,one_time,Spring Appeal 2024
1294,003XX00000H2p2yTer,2022-08-02,20.0,recurring,Annual Fund 2022
1295,003XX000004ALx8ukJ,2017-12-12,20.0,one_time,Year-End Appeal 2021
1296,003XX000004ALx8ukJ,2020-10-03,20.0,event,Annual Fund 2022
1297,003XX000004ALx8ukJ,2020-11-02,20.0,recurring,Planned Giving Society
1298,003XX000004ALx8ukJ,2023-08-12,20.0,one_time,Major Gift Initiative 2022
1299,003XX000004ALx8ukJ,2023-08-12,20.0,one_time,Annual Fund 2020
1300,003XX00000nwomDuLc,2016-08-17,20.0,event,
1301,003XX00000nwomDuLc,2020-04-20,20.0,recurring,Annual Fund 2020
1302,003XX00000nwomDuLc,2023-04-15,20.0,recurring,Spring Appeal 2024
1303,003XX00000nwomDuLc,2025-07-11,20.0,one_time,
1304,003XX00000IvOOWgV0,2018-02-02,100,one_time,
1305,003XX00000IvOOWgV0,2018-02-19,200,planned_giving,Spring Appeal 2023
1306,003XX00000IvOOWgV0,2020-06-13,100,event,Spring Appeal 2022
1307,003XX00000dKRwStQP,2016-10-13,20.0,one_time,Year-End Appeal 2022
1308,003XX00000dKRwStQP,2017-11-17,20.0,one_time,
1309,003XX00000dKRwStQP,2018-10-22,20.0,one_time,
1310,003XX00000dKRwStQP,2019-10-23,20.0,one_time,Spring Appeal 2023
1311,003XX00000GwXJrSoq,2016-11-07,20.0,recurring,Year-End Appeal 2021
1312,003XX00000GwXJrSoq,2016-11-18,20.0,recurring,Spring Appeal 2024
1313,003XX00000GwXJrSoq,2016-12-20,20.0,one_time,Major Gift Initiative 2022
1314,003XX00000GwXJrSoq,2017-01-28,20.0,one_time,Spring Appeal 2022
1315,003XX00000X7TphLwZ,2013-11-07,20.0,recurring,Annual Fund 2020
